0.00000, 18.00000, 90.445
0.19567, 17.99959, 87.445
0.38289, 17.99837, 86.329
0.56194, 17.99638, 85.133
0.73311, 17.99363, 83.857
0.89670, 17.99016, 82.503
1.05300, 17.98600, 81.076
1.20230, 17.98117, 79.582
1.34489, 17.97570, 78.032
1.48106, 17.96963, 76.437
1.61111, 17.96296, 74.815
1.73533, 17.95575, 73.184
1.85400, 17.94800, 71.568
1.96742, 17.93975, 69.994
2.07589, 17.93104, 68.492
2.17969, 17.92188, 67.096
2.27911, 17.91230, 65.844
2.37445, 17.90233, 64.776
2.46600, 17.89200, 63.938
2.55405, 17.88134, 63.378
2.63889, 17.87037, 63.151
2.72081, 17.85913, 63.318
2.80011, 17.84763, 63.949
2.87708, 17.83591, 65.128
2.95200, 17.82400, 66.952
3.02517, 17.81192, 69.538
3.09689, 17.79970, 73.030
3.16744, 17.78738, 77.599
3.23711, 17.77496, 83.453
3.30620, 17.76250, 87.538
3.37500, 17.75000, 84.538
3.44380, 17.73750, 81.538
3.51289, 17.72504, 78.538
3.58256, 17.71263, 75.538
3.65311, 17.70030, 72.538
3.72483, 17.68808, 69.538
3.79800, 17.67600, 66.952
3.87292, 17.66409, 65.128
3.94989, 17.65237, 63.949
4.02919, 17.64088, 63.318
4.11111, 17.62963, 63.151
4.19595, 17.61866, 63.378
4.28400, 17.60800, 63.938
4.37555, 17.59767, 64.776
4.47089, 17.58770, 65.844
4.57031, 17.57813, 67.096
4.67411, 17.56896, 68.492
4.78258, 17.56025, 69.994
4.89600, 17.55200, 71.568
5.01467, 17.54425, 73.184
5.13889, 17.53704, 74.815
5.26894, 17.53038, 76.437
5.40511, 17.52430, 77.980
5.54770, 17.51883, 74.980
5.69700, 17.51400, 71.980
5.85330, 17.50984, 68.980
6.01689, 17.50637, 65.980
6.18806, 17.50363, 62.980
6.36711, 17.50163, 59.980
6.55433, 17.50041, 56.980
6.75000, 17.50000, 53.980
7.09018, 17.50891, 50.980
7.42944, 17.53561, 50.980
7.76682, 17.58003, 50.980
8.10143, 17.64204, 50.980
8.43232, 17.72148, 50.980
8.75861, 17.81813, 50.980
9.07939, 17.93173, 50.980
9.39379, 18.06195, 50.980
9.70094, 18.20846, 50.980
10.00000, 18.37083, 50.980
10.29015, 18.54864, 50.980
10.57060, 18.74139, 50.980
10.84058, 18.94855, 50.980
11.09935, 19.16956, 50.980
11.34619, 19.40381, 50.980
11.58044, 19.65065, 50.980
11.80145, 19.90942, 50.980
12.00861, 20.17940, 50.980
12.20136, 20.45985, 50.980
12.37917, 20.75000, 50.980
12.54154, 21.04906, 50.980
12.68805, 21.35621, 50.980
12.81827, 21.67061, 50.980
12.93187, 21.99139, 50.980
13.02852, 22.31768, 50.980
13.10796, 22.64857, 50.980
13.16997, 22.98318, 50.980
13.21439, 23.32056, 50.980
13.24109, 23.65982, 50.980
13.25000, 24.00000, 50.980
13.24109, 24.34018, 50.980
13.21439, 24.67944, 50.980
13.16997, 25.01682, 50.980
13.10796, 25.35143, 50.980
13.02852, 25.68232, 50.980
12.93187, 26.00861, 50.980
12.81827, 26.32939, 50.980
12.68805, 26.64379, 50.980
12.54154, 26.95094, 50.980
12.37917, 27.25000, 50.980
12.20136, 27.54015, 50.980
12.00861, 27.82060, 50.980
11.80145, 28.09058, 50.980
11.58044, 28.34935, 50.980
11.34619, 28.59619, 50.980
11.09935, 28.83044, 50.980
10.84058, 29.05145, 50.980
10.57060, 29.25861, 50.980
10.29015, 29.45136, 50.980
10.00000, 29.62917, 50.980
9.70094, 29.79154, 50.980
9.39379, 29.93805, 50.980
9.07939, 30.06827, 50.980
8.75861, 30.18187, 50.980
8.43232, 30.27852, 50.980
8.10143, 30.35796, 50.980
7.76682, 30.41997, 50.980
7.42944, 30.46439, 50.980
7.09018, 30.49109, 50.980
6.75000, 30.50000, 60.254
6.55433, 30.49959, 87.445
6.36711, 30.49837, 86.329
6.18806, 30.49638, 85.133
6.01689, 30.49363, 83.857
5.85330, 30.49016, 82.503
5.69700, 30.48600, 81.076
5.54770, 30.48117, 79.582
5.40511, 30.47570, 78.032
5.26894, 30.46963, 76.437
5.13889, 30.46296, 74.815
5.01467, 30.45575, 73.184
4.89600, 30.44800, 71.568
4.78258, 30.43975, 69.994
4.67411, 30.43104, 68.492
4.57031, 30.42188, 67.096
4.47089, 30.41230, 65.844
4.37555, 30.40233, 64.776
4.28400, 30.39200, 63.938
4.19595, 30.38134, 63.378
4.11111, 30.37037, 63.151
4.02919, 30.35913, 63.318
3.94989, 30.34763, 63.949
3.87292, 30.33591, 65.128
3.79800, 30.32400, 66.952
3.72483, 30.31192, 69.538
3.65311, 30.29970, 73.030
3.58256, 30.28738, 77.599
3.51289, 30.27496, 83.453
3.44380, 30.26250, 87.538
3.37500, 30.25000, 84.538
3.30620, 30.23750, 81.538
3.23711, 30.22504, 78.538
3.16744, 30.21263, 75.538
3.09689, 30.20030, 72.538
3.02517, 30.18808, 69.538
2.95200, 30.17600, 66.952
2.87708, 30.16409, 65.128
2.80011, 30.15237, 63.949
2.72081, 30.14088, 63.318
2.63889, 30.12963, 63.151
2.55405, 30.11866, 63.378
2.46600, 30.10800, 63.938
2.37445, 30.09767, 64.776
2.27911, 30.08770, 65.844
2.17969, 30.07813, 67.096
2.07589, 30.06896, 68.492
1.96742, 30.06025, 69.994
1.85400, 30.05200, 71.568
1.73533, 30.04425, 73.184
1.61111, 30.03704, 74.815
1.48106, 30.03038, 76.437
1.34489, 30.02430, 78.032
1.20230, 30.01883, 79.582
1.05300, 30.01400, 81.076
0.89670, 30.00984, 82.503
0.73311, 30.00637, 83.857
0.56194, 30.00363, 85.133
0.38289, 30.00163, 86.329
0.19567, 30.00041, 87.445
0.00000, 30.00000, 88.143
-0.19567, 30.00041, 87.445
-0.38289, 30.00163, 86.329
-0.56194, 30.00363, 85.133
-0.73311, 30.00637, 83.857
-0.89670, 30.00984, 82.503
-1.05300, 30.01400, 81.076
-1.20230, 30.01883, 79.582
-1.34489, 30.02430, 78.032
-1.48106, 30.03038, 76.437
-1.61111, 30.03704, 74.815
-1.73533, 30.04425, 73.184
-1.85400, 30.05200, 71.568
-1.96742, 30.06025, 69.994
-2.07589, 30.06896, 68.492
-2.17969, 30.07813, 67.096
-2.27911, 30.08770, 65.844
-2.37445, 30.09767, 64.776
-2.46600, 30.10800, 63.938
-2.55405, 30.11866, 63.378
-2.63889, 30.12963, 63.151
-2.72081, 30.14088, 63.318
-2.80011, 30.15237, 63.949
-2.87708, 30.16409, 65.128
-2.95200, 30.17600, 66.952
-3.02517, 30.18808, 69.538
-3.09689, 30.20030, 73.030
-3.16744, 30.21263, 77.599
-3.23711, 30.22504, 83.453
-3.30620, 30.23750, 87.538
-3.37500, 30.25000, 84.538
-3.44380, 30.26250, 81.538
-3.51289, 30.27496, 78.538
-3.58256, 30.28738, 75.538
-3.65311, 30.29970, 72.538
-3.72483, 30.31192, 69.538
-3.79800, 30.32400, 66.952
-3.87292, 30.33591, 65.128
-3.94989, 30.34763, 63.949
-4.02919, 30.35913, 63.318
-4.11111, 30.37037, 63.151
-4.19595, 30.38134, 63.378
-4.28400, 30.39200, 63.938
-4.37555, 30.40233, 64.776
-4.47089, 30.41230, 65.844
-4.57031, 30.42188, 67.096
-4.67411, 30.43104, 68.492
-4.78258, 30.43975, 69.994
-4.89600, 30.44800, 71.568
-5.01467, 30.45575, 73.184
-5.13889, 30.46296, 74.815
-5.26894, 30.46963, 76.437
-5.40511, 30.47570, 77.980
-5.54770, 30.48117, 74.980
-5.69700, 30.48600, 71.980
-5.85330, 30.49016, 68.980
-6.01689, 30.49363, 65.980
-6.18806, 30.49638, 62.980
-6.36711, 30.49837, 59.980
-6.55433, 30.49959, 56.980
-6.75000, 30.50000, 53.980
-7.09018, 30.49109, 50.980
-7.42944, 30.46439, 50.980
-7.76682, 30.41997, 50.980
-8.10143, 30.35796, 50.980
-8.43232, 30.27852, 50.980
-8.75861, 30.18187, 50.980
-9.07939, 30.06827, 50.980
-9.39379, 29.93805, 50.980
-9.70094, 29.79154, 50.980
-10.00000, 29.62917, 50.980
