t_ms,dt,left_delta,right_delta,ds,dtheta_enc,imu_theta,imu_dtheta,x_pred,y_pred,theta_pred,x_est,y_est,theta_est,Pxx_pred,Pyy_pred,Ptt_pred,Pxx_est,Pyy_est,Ptt_est,innovation_theta,innovation_x,innovation_y,NIS_theta,dx_update,dy_update,dtheta_update,s_robot,s_target,ex_r,ey_r,h_err,lookahead_x,lookahead_y,vx_cmd,omega_cmd,omega_pp,v_des,adaptive_lookahead
1540,0.010000,-0.660784,-0.697169,-0.678977,-0.002492,0.823789,-0.002045,9.561898,-30.550426,0.823372,9.562029,-30.550545,0.823387,25.325019,25.315940,0.000281,25.324245,25.315301,0.000271,0.000417,nan,nan,0.000022,0.000131,-0.000119,0.000015,46.005624,49.605624,-3.597915,0.301568,-0.037989,6.895193,-32.984456,-8.284353,-0.061994,-0.385539,24.392023,3.600000
1550,0.010000,0.000000,0.000000,0.000000,0.000000,0.821509,-0.002253,9.562029,-30.550545,0.821134,9.562142,-30.550647,0.821147,25.324345,25.315401,0.000281,25.323624,25.314808,0.000271,0.000375,nan,nan,0.000018,0.000113,-0.000103,0.000013,46.005624,49.605624,-3.598584,0.293661,-0.035749,6.895193,-32.984456,-8.284365,-0.059349,-0.375432,23.976552,3.600000
1560,0.010000,-0.592499,-0.592671,-0.592585,-0.000012,0.819480,-0.001907,9.158366,-30.984377,0.819240,9.158439,-30.984444,0.819249,25.325768,25.316636,0.000281,25.325028,25.316025,0.000271,0.000240,nan,nan,0.000007,0.000074,-0.000067,0.000009,46.598198,50.198198,-3.599123,0.289882,-0.033851,6.489268,-33.416159,-7.515002,-0.054652,-0.336183,23.231811,3.600000
1570,0.010000,0.000000,0.000000,0.000000,0.000000,0.817543,-0.001918,9.158439,-30.984444,0.817331,9.158502,-30.984501,0.817339,25.325128,25.316125,0.000281,25.324439,25.315556,0.000271,0.000212,nan,nan,0.000006,0.000063,-0.000057,0.000008,46.598198,50.198198,-3.599671,0.283092,-0.031941,6.489268,-33.416159,-7.515009,-0.052456,-0.328309,22.816341,3.600000
1580,0.010000,-0.477482,-0.489553,-0.483518,-0.000827,0.815353,-0.002189,8.827696,-31.337143,0.815150,8.827757,-31.337199,0.815157,25.326158,25.317036,0.000281,25.325461,25.316460,0.000271,0.000204,nan,nan,0.000005,0.000061,-0.000055,0.000007,47.081712,50.681712,-3.600279,0.275888,-0.029759,6.158050,-33.768410,-6.887281,-0.047860,-0.293228,22.240392,3.600000
1590,0.010000,0.000000,0.000000,0.000000,0.000000,0.813003,-0.002290,8.827757,-31.337199,0.812866,8.827796,-31.337234,0.812871,25.325561,25.316560,0.000281,25.324914,25.316024,0.000271,0.000137,nan,nan,0.000002,0.000039,-0.000036,0.000005,47.081712,50.681712,-3.600902,0.267711,-0.027473,6.158050,-33.768410,-6.887286,-0.045291,-0.284538,21.824921,3.600000
1600,0.010000,-0.359189,-0.368156,-0.363673,-0.000614,0.810452,-0.002493,8.577801,-31.601357,0.810379,8.577822,-31.601376,0.810381,25.326184,25.317132,0.000281,25.325541,25.316599,0.000271,0.000074,nan,nan,0.000001,0.000021,-0.000019,0.000003,47.445382,51.045382,-3.601549,0.257575,-0.024983,5.908928,-34.033352,-6.415136,-0.040886,-0.254997,21.358100,3.600000
1610,0.010000,0.000000,0.000000,0.000000,0.000000,0.807771,-0.002578,8.577822,-31.601376,0.807803,8.577814,-31.601368,0.807802,25.325641,25.316699,0.000281,25.325044,25.316203,0.000271,-0.000032,nan,nan,0.000000,-0.000009,0.000008,-0.000001,47.445382,51.045382,-3.602202,0.248273,-0.022404,5.908928,-34.033352,-6.415135,-0.038034,-0.245788,20.942630,3.600000
1620,0.010000,-0.195545,-0.168300,-0.181923,0.001866,0.805262,-0.002306,8.452089,-31.732856,0.805496,8.452026,-31.732798,0.805487,25.325699,25.316787,0.000281,25.325125,25.316309,0.000271,-0.000234,nan,nan,0.000007,-0.000063,0.000058,-0.000008,47.627299,51.227299,-3.602750,0.238328,-0.020089,5.784311,-34.165883,-6.178911,-0.034653,-0.227254,20.578509,3.600000
1630,0.010000,0.000000,0.000000,0.000000,0.000000,0.802872,-0.002274,8.452026,-31.732798,0.803213,8.451937,-31.732718,0.803201,25.325225,25.316409,0.000281,25.324690,25.315965,0.000271,-0.000341,nan,nan,0.000015,-0.000089,0.000081,-0.000012,47.627301,51.227301,-3.603284,0.229970,-0.017803,5.784309,-34.165884,-6.178899,-0.032141,-0.219284,20.265739,3.600000
1640,0.010000,-0.028797,-0.062078,-0.045438,-0.002279,0.800493,-0.002200,8.420385,-31.765414,0.801001,8.420257,-31.765297,0.800983,25.324920,25.316179,0.000281,25.324419,25.315762,0.000271,-0.000507,nan,nan,0.000033,-0.000128,0.000117,-0.000018,47.672738,51.272738,-3.603773,0.221215,-0.015585,5.753184,-34.198986,-6.119875,-0.029493,-0.208921,20.004319,3.600000
1650,0.010000,0.000000,0.000000,0.000000,0.000000,0.798240,-0.002099,8.420257,-31.765297,0.798884,8.420100,-31.765154,0.798861,25.324519,25.315862,0.000281,25.324052,25.315474,0.000271,-0.000644,nan,nan,0.000053,-0.000157,0.000143,-0.000023,47.672741,51.272741,-3.604231,0.213357,-0.013463,5.753182,-34.198988,-6.119855,-0.027160,-0.201499,19.794250,3.600000
1660,0.010000,0.000000,-0.015175,-0.007587,-0.001039,0.796066,-0.002008,8.414808,-31.770591,0.796853,8.414623,-31.770422,0.796825,25.324172,25.315592,0.000281,25.323738,25.315231,0.000271,-0.000787,nan,nan,0.000079,-0.000185,0.000169,-0.000028,47.680331,51.280331,-3.604650,0.205637,-0.011427,5.747983,-34.204518,-6.109976,-0.024882,-0.193894,19.635531,3.600000
1670,0.010000,0.000000,0.000000,0.000000,0.000000,0.793942,-0.001981,8.414623,-31.770422,0.794844,8.414419,-31.770236,0.794812,25.323838,25.315331,0.000281,25.323434,25.314994,0.000271,-0.000902,nan,nan,0.000103,-0.000204,0.000186,-0.000032,47.680335,51.280335,-3.605051,0.198102,-0.009413,5.747980,-34.204521,-6.109949,-0.022662,-0.186789,19.528162,3.600000
1680,0.010000,0.095531,-0.003104,0.046214,-0.006756,0.791987,-0.001779,8.446788,-31.737252,0.793033,8.446561,-31.737045,0.792995,25.323421,25.314993,0.000281,25.323049,25.314684,0.000271,-0.001046,nan,nan,0.000139,-0.000227,0.000207,-0.000037,47.680335,51.280335,-3.651607,0.191163,-0.007597,5.747980,-34.204521,-6.169956,-0.020791,-0.182016,19.472143,3.600000
1690,0.010000,0.000000,0.000000,0.000000,0.000000,0.790385,-0.001449,8.446561,-31.737045,0.791546,8.446317,-31.736823,0.791505,25.323149,25.314784,0.000281,25.322803,25.314497,0.000271,-0.001161,nan,nan,0.000171,-0.000243,0.000222,-0.000041,47.680335,51.280335,-3.651874,0.185392,-0.006107,5.747980,-34.204521,-6.169925,-0.019129,-0.176521,19.467475,3.600000
1700,0.010000,0.103118,0.024314,0.063716,-0.005398,0.788870,-0.001300,8.491095,-31.691495,0.790205,8.490828,-31.691251,0.790158,25.322759,25.314467,0.000281,25.322443,25.314204,0.000271,-0.001336,nan,nan,0.000226,-0.000268,0.000244,-0.000048,47.680335,51.280335,-3.715822,0.180024,-0.004760,5.747980,-34.204521,-6.252676,-0.017800,-0.173708,19.514157,3.600000
1710,0.010000,0.000000,0.000000,0.000000,0.000000,0.787445,-0.001214,8.490828,-31.691251,0.788943,8.490538,-31.690987,0.788890,25.322543,25.314304,0.000281,25.322248,25.314060,0.000271,-0.001498,nan,nan,0.000285,-0.000290,0.000264,-0.000053,47.680335,51.280335,-3.716030,0.174921,-0.003492,5.747980,-34.204521,-6.252638,-0.016366,-0.168784,19.612190,3.600000
1720,0.010000,0.006035,-0.012071,-0.003018,-0.001240,0.786155,-0.001092,8.488412,-31.693128,0.787798,8.488105,-31.692849,0.787740,25.322354,25.314165,0.000281,25.322080,25.313938,0.000271,-0.001643,nan,nan,0.000343,-0.000306,0.000279,-0.000059,47.680335,51.280335,-3.713193,0.170235,-0.002341,5.747980,-34.204521,-6.248678,-0.015053,-0.164158,19.761572,3.600000
1730,0.010000,0.000000,0.000000,0.000000,0.000000,0.784968,-0.001033,8.488105,-31.692849,0.786706,8.487793,-31.692564,0.786644,25.322180,25.314038,0.000281,25.321925,25.313826,0.000271,-0.001738,nan,nan,0.000383,-0.000313,0.000285,-0.000062,47.680335,51.280335,-3.713358,0.165746,-0.001246,5.747980,-34.204521,-6.248638,-0.013808,-0.159828,19.962305,3.600000
1740,0.010000,-0.016727,-0.131915,-0.074321,-0.007890,0.784058,-0.000868,8.435305,-31.745182,0.785776,8.435004,-31.744908,0.785715,25.322170,25.314058,0.000281,25.321928,25.313856,0.000271,-0.001718,nan,nan,0.000375,-0.000301,0.000275,-0.000061,47.680335,51.280335,-3.639171,0.161957,-0.000317,5.747980,-34.204521,-6.152020,-0.012560,-0.153759,20.214389,3.600000
1750,0.010000,0.000000,0.000000,0.000000,0.000000,0.783504,-0.000639,8.435004,-31.744908,0.785076,8.434738,-31.744665,0.785020,25.322028,25.313956,0.000281,25.321803,25.313769,0.000271,-0.001571,nan,nan,0.000313,-0.000266,0.000242,-0.000056,47.680335,51.280335,-3.639266,0.159068,0.000378,5.747980,-34.204521,-6.151986,-0.011771,-0.151016,20.517822,3.600000
1760,0.010000,-0.209168,-0.239517,-0.224343,-0.002079,0.783403,-0.000357,8.276044,-31.903239,0.784663,8.275832,-31.903045,0.784618,25.322317,25.314248,0.000281,25.322093,25.314060,0.000271,-0.001260,nan,nan,0.000201,-0.000212,0.000194,-0.000045,47.872025,51.472025,-3.606568,0.151363,0.000780,5.616669,-34.344171,-5.860420,-0.010311,-0.136890,20.515538,3.600000
1770,0.010000,0.000000,0.000000,0.000000,0.000000,0.783497,-0.000197,8.275832,-31.903045,0.784421,8.275682,-31.902908,0.784388,25.322193,25.314160,0.000281,25.321985,25.313986,0.000271,-0.000924,nan,nan,0.000108,-0.000150,0.000137,-0.000033,47.872027,51.472027,-3.606596,0.150330,0.001010,5.616667,-34.344173,-5.860401,-0.010048,-0.135956,20.515505,3.600000
1780,0.010000,-0.327288,-0.345567,-0.336428,-0.001252,0.783857,0.000064,8.037552,-32.140558,0.784452,8.037454,-32.140468,0.784431,25.322688,25.314640,0.000281,25.322473,25.314459,0.000271,-0.000595,nan,nan,0.000045,-0.000098,0.000090,-0.000021,48.208287,51.808287,-3.606247,0.139668,0.000967,5.386322,-34.589145,-5.423205,-0.008558,-0.116890,19.735428,3.600000
1790,0.010000,0.000000,0.000000,0.000000,0.000000,0.784308,0.000112,8.037454,-32.140468,0.784543,8.037416,-32.140433,0.784534,25.322573,25.314559,0.000281,25.322374,25.314391,0.000271,-0.000234,nan,nan,0.000007,-0.000037,0.000034,-0.000008,48.208287,51.808287,-3.606231,0.139991,0.000864,5.386321,-34.589146,-5.423200,-0.008664,-0.117160,19.735419,3.600000
1800,0.010000,-0.354706,-0.298491,-0.326599,0.003850,0.784704,-0.000000,7.806277,-32.371174,0.784534,7.806304,-32.371199,0.784540,25.323046,25.315018,0.000281,25.322841,25.314844,0.000271,0.000170,nan,nan,0.000004,0.000027,-0.000025,0.000006,48.534722,52.134722,-3.605904,0.129727,0.000858,5.162707,-34.826961,-4.998823,-0.007302,-0.100074,18.947522,3.600000
1810,0.010000,0.000000,0.000000,0.000000,0.000000,0.784876,-0.000485,7.806304,-32.371199,0.784056,7.806432,-32.371317,0.784085,25.322941,25.314944,0.000281,25.322751,25.314781,0.000271,0.000821,nan,nan,0.000085,0.000128,-0.000118,0.000029,48.534722,52.134722,-3.605970,0.128258,0.001313,5.162707,-34.826961,-4.998840,-0.006838,-0.098941,18.947553,3.600000
1820,0.010000,-0.218135,-0.077252,-0.147694,0.009649,0.784236,-0.000916,7.701860,-32.475615,0.783169,7.702024,-32.475766,0.783207,25.323100,25.315112,0.000281,25.322915,25.314953,0.000271,0.001068,nan,nan,0.000145,0.000164,-0.000152,0.000038,48.682336,52.282336,-3.605931,0.120580,0.002191,5.061588,-34.934501,-4.806957,-0.005359,-0.089448,18.580340,3.600000
1830,0.010000,0.000000,0.000000,0.000000,0.000000,0.784593,0.000666,7.702024,-32.475766,0.783873,7.702130,-32.475865,0.783898,25.323015,25.315053,0.000281,25.322842,25.314906,0.000271,0.000721,nan,nan,0.000066,0.000107,-0.000099,0.000026,48.682336,52.282336,-3.605853,0.123219,0.001500,5.061588,-34.934501,-4.806971,-0.006082,-0.091406,18.580367,3.600000
1840,0.010000,-0.003104,0.074149,0.035522,0.005291,0.786107,0.001497,7.727286,-32.450785,0.785395,7.727387,-32.450878,0.785420,25.322886,25.314953,0.000281,25.322727,25.314818,0.000271,0.000712,nan,nan,0.000064,0.000101,-0.000093,0.000025,48.682336,52.282336,-3.641189,0.128899,-0.000022,5.061588,-34.934501,-4.853139,-0.007741,-0.096537,18.669380,3.600000
1850,0.010000,0.000000,0.000000,0.000000,0.000000,0.787445,0.001252,7.727387,-32.450878,0.786672,7.727493,-32.450976,0.786700,25.322827,25.314918,0.000281,25.322679,25.314792,0.000271,0.000773,nan,nan,0.000076,0.000106,-0.000098,0.000028,48.682336,52.282336,-3.641026,0.133700,-0.001301,5.061588,-34.934501,-4.853153,-0.009078,-0.100134,18.669406,3.600000
1860,0.010000,0.000000,0.075873,0.037936,0.005197,0.788641,0.001257,7.754283,-32.424116,0.787957,7.754373,-32.424199,0.787981,25.322724,25.314840,0.000281,25.322588,25.314725,0.000271,0.000685,nan,nan,0.000059,0.000090,-0.000083,0.000024,48.682336,52.282336,-3.678793,0.138537,-0.002583,5.061588,-34.934501,-4.902451,-0.010503,-0.104810,18.763990,3.600000
1870,0.010000,0.012071,0.000000,0.006035,-0.000827,0.789997,0.001433,7.758629,-32.419920,0.789414,7.758703,-32.419988,0.789435,25.322680,25.314817,0.000281,25.322554,25.314709,0.000271,0.000583,nan,nan,0.000043,0.000074,-0.000068,0.000021,48.682336,52.282336,-3.684627,0.143993,-0.004036,5.061588,-34.934501,-4.910302,-0.012039,-0.109112,18.779007,3.600000
1880,0.010000,0.000000,0.024141,0.012071,0.001654,0.791367,0.001380,7.767204,-32.411419,0.790814,7.767271,-32.411481,0.790834,25.322638,25.314794,0.000281,25.322522,25.314695,0.000271,0.000553,nan,nan,0.000039,0.000067,-0.000062,0.000020,48.682336,52.282336,-3.696495,0.149257,-0.005436,5.061588,-34.934501,-4.925991,-0.013534,-0.113463,18.808985,3.600000
1890,0.010000,0.003104,0.000000,0.001552,-0.000213,0.792456,0.001060,7.768362,-32.410377,0.791894,7.768428,-32.410438,0.791914,25.322619,25.314793,0.000281,25.322511,25.314701,0.000271,0.000562,nan,nan,0.000040,0.000066,-0.000061,0.000020,48.682336,52.282336,-3.697887,0.153340,-0.006516,5.061588,-34.934501,-4.928016,-0.014672,-0.116614,18.812849,3.600000
1900,0.010000,0.000000,0.000000,0.000000,0.000000,0.793044,0.000581,7.768428,-32.410438,0.792494,7.768490,-32.410495,0.792514,25.322611,25.314801,0.000281,25.322511,25.314715,0.000271,0.000550,nan,nan,0.000038,0.000062,-0.000057,0.000020,48.682336,52.282336,-3.697797,0.155644,-0.007116,5.061588,-34.934501,-4.928024,-0.015304,-0.118367,18.812865,3.600000
1910,0.010000,0.000000,0.000000,0.000000,0.000000,0.793377,0.000469,7.768490,-32.410495,0.792983,7.768533,-32.410535,0.792997,25.322611,25.314815,0.000281,25.322518,25.314736,0.000271,0.000394,nan,nan,0.000020,0.000043,-0.000040,0.000014,48.682336,52.282336,-3.697723,0.157487,-0.007599,5.061588,-34.934501,-4.928029,-0.015812,-0.119769,18.812875,3.600000
1920,0.010000,0.000000,-0.008967,-0.004483,-0.000614,0.793772,0.000554,7.765387,-32.413729,0.793551,7.765410,-32.413751,0.793559,25.322623,25.314840,0.000281,25.322536,25.314766,0.000271,0.000221,nan,nan,0.000006,0.000023,-0.000021,0.000008,48.682336,52.282336,-3.693152,0.159594,-0.008160,5.061588,-34.934501,-4.922209,-0.016390,-0.121228,18.801762,3.600000
1930,0.010000,0.000000,0.000000,0.000000,0.000000,0.793915,0.000101,7.765410,-32.413751,0.793660,7.765436,-32.413775,0.793669,25.322636,25.314866,0.000281,25.322555,25.314797,0.000271,0.000256,nan,nan,0.000008,0.000026,-0.000024,0.000009,48.682336,52.282336,-3.693135,0.160037,-0.008271,5.061588,-34.934501,-4.922212,-0.016507,-0.121564,18.801768,3.600000
1940,0.010000,0.000000,-0.060698,-0.030349,-0.004157,0.793257,-0.000714,7.744154,-32.435412,0.792955,7.744184,-32.435439,0.792966,25.322688,25.314927,0.000281,25.322612,25.314862,0.000271,0.000302,nan,nan,0.000012,0.000030,-0.000028,0.000011,48.682336,52.282336,-3.662899,0.157502,-0.007568,5.061588,-34.934501,-4.882797,-0.015700,-0.118681,18.726338,3.600000
1950,0.010000,-0.036385,0.000000,-0.018192,0.002492,0.792354,-0.000783,7.731418,-32.448400,0.792183,7.731434,-32.448415,0.792189,25.322731,25.314980,0.000281,25.322659,25.314918,0.000271,0.000171,nan,nan,0.000004,0.000016,-0.000015,0.000006,48.682336,52.282336,-3.644829,0.154693,-0.006791,5.061588,-34.934501,-4.859169,-0.014848,-0.116000,18.680975,3.600000
1960,0.010000,0.000000,-0.150022,-0.075011,-0.010275,0.791870,-0.000362,7.678755,-32.501815,0.791827,7.678759,-32.501818,0.791828,25.322838,25.315090,0.000281,25.322768,25.315030,0.000271,0.000043,nan,nan,0.000000,0.000004,-0.000004,0.000002,48.717252,52.317252,-3.604779,0.152561,-0.006430,5.037669,-34.959939,-4.761739,-0.014241,-0.112108,18.492742,3.600000
1970,0.010000,-0.204512,0.000000,-0.102256,0.014008,0.791554,-0.000437,7.606919,-32.574588,0.791392,7.606934,-32.574602,0.791397,25.322973,25.315226,0.000281,25.322905,25.315168,0.000271,0.000162,nan,nan,0.000003,0.000015,-0.000014,0.000006,48.819478,52.419478,-3.557562,0.149711,-0.005999,5.000000,-35.000000,-4.628924,-0.013475,-0.106944,18.233019,3.600000
1980,0.010000,0.000000,-0.224343,-0.112171,-0.015366,0.791073,-0.000586,7.528095,-32.654393,0.790811,7.528119,-32.654416,0.790821,25.323120,25.315373,0.000281,25.323052,25.315315,0.000271,0.000262,nan,nan,0.000009,0.000024,-0.000023,0.000009,48.931615,52.531615,-3.445478,0.147757,-0.005423,5.000000,-35.000000,-4.483238,-0.012625,-0.102227,17.943801,3.600000
10,4.018000,0.000000,0.000000,0.000000,nan,0.790500,0.000000,7.366032,-32.818248,0.790212,7.366058,-32.818273,0.790222,25.323419,25.315672,0.000281,25.323353,25.315614,0.000271,0.000288,nan,nan,0.000011,0.000026,-0.000025,0.000010,0.000000,3.600000,3.600000,-0.000000,0.000000,9.899332,-30.260437,0.051350,0.000000,-0.000000,0.051350,3.600000
20,0.010000,0.000000,0.000000,0.000000,0.000000,0.799517,-0.000117,7.366058,-32.818273,0.790105,7.366889,-32.819048,0.790441,25.323453,25.315714,0.000281,25.323392,25.315661,0.000271,0.009412,nan,nan,0.011240,0.000831,-0.000775,0.000335,0.000034,3.600034,3.600000,0.000350,-0.000218,9.899356,-30.260413,0.154051,-0.000178,0.000008,0.154051,3.600000
30,0.010000,0.000000,0.000000,0.000000,0.000000,0.799445,-0.000048,7.366889,-32.819048,0.790393,7.367659,-32.819767,0.790715,25.323492,25.315761,0.000281,25.323434,25.315711,0.000271,0.009053,nan,nan,0.010399,0.000771,-0.000719,0.000322,0.000065,3.600065,3.600001,0.000415,-0.000493,9.899378,-30.260391,0.308102,-0.000402,0.000020,0.308102,3.600000
40,0.010000,0.000000,0.000000,0.000000,0.000000,0.799539,0.000133,7.367659,-32.819767,0.790848,7.368373,-32.820432,0.791158,25.323534,25.315811,0.000281,25.323481,25.315765,0.000271,0.008690,nan,nan,0.009583,0.000713,-0.000666,0.000310,0.000094,3.600094,3.600001,-0.000203,-0.000935,9.899399,-30.260370,0.513502,-0.000768,-0.000016,0.513503,3.600000
50,0.010000,0.000000,0.000000,0.000000,0.000000,0.799591,-0.000000,7.368373,-32.820432,0.791158,7.369040,-32.821055,0.791458,25.323581,25.315865,0.000281,25.323532,25.315822,0.000271,0.008433,nan,nan,0.009024,0.000668,-0.000623,0.000300,0.000122,3.600122,3.600002,-0.000372,-0.001236,9.899418,-30.260351,0.770253,-0.001017,-0.000044,0.770255,3.600000
60,0.010000,0.000000,0.000000,0.000000,0.000000,0.799593,-0.000000,7.369040,-32.821055,0.791458,7.369661,-32.821634,0.791748,25.323632,25.315922,0.000281,25.323586,25.315882,0.000271,0.008135,nan,nan,0.008397,0.000621,-0.000579,0.000290,0.000147,3.600147,3.600003,-0.000566,-0.001526,9.899436,-30.260333,1.078352,-0.001258,-0.000094,1.078357,3.600000
70,0.010000,0.000000,0.000000,0.000000,0.000000,0.799637,0.000069,7.369661,-32.821634,0.791817,7.370237,-32.822172,0.792096,25.323686,25.315982,0.000281,25.323643,25.315945,0.000271,0.007820,nan,nan,0.007760,0.000576,-0.000537,0.000279,0.000170,3.600170,3.600004,-0.001031,-0.001873,9.899452,-30.260316,1.437799,-0.001554,-0.000229,1.437809,3.600000
80,0.010000,0.000000,0.000000,0.000000,0.000000,0.799750,0.000096,7.370237,-32.822172,0.792192,7.370774,-32.822672,0.792461,25.323743,25.316045,0.000281,25.323704,25.316010,0.000271,0.007559,nan,nan,0.007250,0.000537,-0.000501,0.000269,0.000192,3.600192,3.600005,-0.001612,-0.002238,9.899468,-30.260301,1.848593,-0.001872,-0.000460,1.848611,3.600000
90,0.010000,0.000000,0.000000,0.000000,0.000000,0.799812,0.000064,7.370774,-32.822672,0.792525,7.371273,-32.823138,0.792784,25.323804,25.316110,0.000281,25.323767,25.316078,0.000271,0.007287,nan,nan,0.006738,0.000499,-0.000465,0.000260,0.000213,3.600213,3.600006,-0.002095,-0.002562,9.899482,-30.260286,2.310733,-0.002161,-0.000747,2.310764,3.600000
100,0.010000,0.000000,0.000000,0.000000,0.000000,0.799829,-0.000000,7.371273,-32.823138,0.792784,7.371738,-32.823572,0.793035,25.323867,25.316178,0.000281,25.323832,25.316148,0.000271,0.007045,nan,nan,0.006297,0.000465,-0.000434,0.000251,0.000232,3.600232,3.600008,-0.002362,-0.002813,9.899495,-30.260273,2.824221,-0.002389,-0.001030,2.824267,3.600000
110,0.010000,0.000000,0.000000,0.000000,0.000000,0.799768,-0.000117,7.371738,-32.823572,0.792918,7.372174,-32.823979,0.793162,25.323932,25.316248,0.000281,25.323900,25.316220,0.000271,0.006850,nan,nan,0.005954,0.000436,-0.000407,0.000244,0.000249,3.600249,3.600009,-0.002223,-0.002940,9.899508,-30.260260,3.389061,-0.002504,-0.001162,3.389121,3.600000
120,0.010000,0.000000,0.000000,0.000000,0.000000,0.799666,-0.000123,7.372174,-32.823979,0.793040,7.372581,-32.824358,0.793276,25.324000,25.316320,0.000281,25.323971,25.316295,0.000271,0.006627,nan,nan,0.005572,0.000407,-0.000380,0.000236,0.000266,3.600266,3.600010,-0.002075,-0.003053,9.899520,-30.260248,3.995914,-0.002606,-0.001280,3.995988,3.600000
130,0.010000,0.000000,0.000000,0.000000,0.000000,0.799585,-0.000059,7.372581,-32.824358,0.793217,7.372958,-32.824710,0.793444,25.324071,25.316395,0.000281,25.324043,25.316370,0.000271,0.006367,nan,nan,0.005145,0.000377,-0.000352,0.000227,0.000281,3.600281,3.600012,-0.002165,-0.003222,9.899530,-30.260237,4.602761,-0.002765,-0.001538,4.602855,3.600000
140,0.010000,0.000000,0.000000,0.000000,0.000000,0.799571,-0.000000,7.372958,-32.824710,0.793444,7.373308,-32.825037,0.793662,25.324143,25.316470,0.000281,25.324117,25.316448,0.000271,0.006127,nan,nan,0.004763,0.000350,-0.000326,0.000218,0.000296,3.600296,3.600013,-0.002472,-0.003440,9.899540,-30.260227,5.209599,-0.002980,-0.001988,5.209723,3.600000
150,0.010000,0.000000,0.000000,0.000000,0.000000,0.799692,0.000149,7.373308,-32.825037,0.793811,7.373632,-32.825339,0.794021,25.324217,25.316548,0.000281,25.324193,25.316527,0.000271,0.005880,nan,nan,0.004388,0.000324,-0.000302,0.000209,0.000309,3.600309,3.600013,-0.003321,-0.003798,9.899550,-30.260218,5.816413,-0.003353,-0.002981,5.816590,3.600000
160,0.010000,0.000000,0.000000,0.000000,0.000000,0.799800,0.000085,7.373632,-32.825339,0.794106,7.373934,-32.825621,0.794309,25.324293,25.316627,0.000281,25.324271,25.316608,0.000271,0.005694,nan,nan,0.004114,0.000302,-0.000282,0.000203,0.000321,3.600321,3.600014,-0.003944,-0.004086,9.899558,-30.260209,6.423224,-0.003664,-0.003910,6.423457,3.600000
170,0.010000,0.000000,0.000000,0.000000,0.000000,0.799775,-0.000064,7.373934,-32.825621,0.794245,7.374217,-32.825885,0.794442,25.324371,25.316708,0.000281,25.324350,25.316690,0.000271,0.005530,nan,nan,0.003880,0.000283,-0.000264,0.000197,0.000333,3.600333,3.600015,-0.004036,-0.004219,9.899567,-30.260201,7.030054,-0.003810,-0.004379,7.030325,3.600000
180,0.010000,0.000000,0.000000,0.000000,0.000000,0.799685,-0.000107,7.374217,-32.825885,0.794335,7.374482,-32.826132,0.794526,25.324450,25.316790,0.000281,25.324431,25.316773,0.000271,0.005350,nan,nan,0.003631,0.000264,-0.000247,0.000191,0.000344,3.600344,3.600016,-0.003977,-0.004304,9.899574,-30.260193,7.636889,-0.003904,-0.004687,7.637192,3.600000
190,0.010000,0.000000,0.000000,0.000000,0.000000,0.799583,-0.000091,7.374482,-32.826132,0.794435,7.374727,-32.826361,0.794619,25.324531,25.316873,0.000281,25.324513,25.316858,0.000271,0.005148,nan,nan,0.003362,0.000245,-0.000229,0.000183,0.000354,3.600354,3.600017,-0.003976,-0.004396,9.899581,-30.260186,8.243721,-0.004010,-0.005058,8.244059,3.600000
200,0.010000,0.000000,0.000000,0.000000,0.000000,0.799494,-0.000085,7.374727,-32.826361,0.794534,7.374955,-32.826573,0.794710,25.324613,25.316958,0.000281,25.324597,25.316943,0.000271,0.004960,nan,nan,0.003122,0.000228,-0.000213,0.000177,0.000363,3.600363,3.600018,-0.003994,-0.004488,9.899588,-30.260179,8.850549,-0.004116,-0.005455,8.850927,3.600000
210,0.010000,0.000000,0.000000,0.000000,0.000000,0.799422,-0.000064,7.374955,-32.826573,0.794646,7.375166,-32.826771,0.794816,25.324697,25.317043,0.000281,25.324681,25.317030,0.000271,0.004776,nan,nan,0.002894,0.000212,-0.000197,0.000170,0.000371,3.600371,3.600019,-0.004087,-0.004594,9.899594,-30.260173,9.457372,-0.004244,-0.005965,9.457794,3.600000
220,0.010000,0.000000,0.000000,0.000000,0.000000,0.799393,-0.000000,7.375166,-32.826771,0.794816,7.375362,-32.826953,0.794980,25.324781,25.317130,0.000281,25.324767,25.317117,0.000271,0.004577,nan,nan,0.002658,0.000196,-0.000182,0.000163,0.000379,3.600379,3.600020,-0.004407,-0.004757,9.899599,-30.260168,10.064173,-0.004448,-0.006844,10.064661,3.600000
230,0.010000,0.000000,0.018106,0.009053,0.001240,0.799439,0.000048,7.381702,-32.820491,0.795027,7.381883,-32.820659,0.795185,25.324863,25.317213,0.000281,25.324849,25.317202,0.000271,0.004411,nan,nan,0.002469,0.000181,-0.000169,0.000157,0.009440,3.609440,3.600020,-0.004941,-0.004962,9.905975,-30.253730,10.670952,-0.004720,-0.008136,10.671529,3.600000
240,0.010000,0.003104,0.000000,0.001552,-0.000213,0.799483,0.000059,7.382969,-32.819551,0.795243,7.383137,-32.819707,0.795394,25.324949,25.317301,0.000281,25.324936,25.317290,0.000271,0.004240,nan,nan,0.002281,0.000167,-0.000156,0.000151,0.010999,3.610999,3.600020,-0.005474,-0.005172,9.907072,-30.252623,11.277718,-0.005003,-0.009528,11.278396,3.600000
